year,age,male,female
2001,70,11.36,14.39
2001,71,10.77,13.63
2001,72,10.21,12.89
2001,73,9.66,12.17
2001,74,9.14,11.48
2001,75,8.64,10.82
2001,76,8.16,10.17
2001,77,7.7,9.55
2001,78,7.26,8.96
2001,79,6.85,8.39
2001,80,6.45,7.85
2001,81,6.07,7.33
2001,82,5.7,6.83
2001,83,5.34,6.37
2001,84,5.02,5.94
2001,85,4.72,5.54
2001,86,4.44,5.17
2001,87,4.17,4.82
2001,88,3.92,4.49
2001,89,3.69,4.19
2001,90,3.47,3.9
2001,91,3.26,3.64
2001,92,3.07,3.4
2001,93,2.89,3.18
2001,94,2.72,2.97
2001,95,2.57,2.78
2001,96,2.42,2.61
2001,97,2.28,2.45
2001,98,2.15,2.3
2001,99,2.04,2.17
2001,100,1.93,2.04
2002,0,73.37,80.29
2002,1,72.76,79.67
2002,2,71.8,78.71
2002,3,70.84,77.75
2002,4,69.87,76.77
2002,5,68.89,75.8
2002,6,67.92,74.81
2002,7,66.94,73.83
2002,8,65.95,72.84
2002,9,64.97,71.86
2002,10,63.98,70.87
2002,11,62.99,69.88
2002,12,62,68.89
2002,13,61.01,67.9
2002,14,60.03,66.91
2002,15,59.04,65.92
2002,16,58.06,64.93
2002,17,57.08,63.94
2002,18,56.11,62.96
2002,19,55.14,61.98
2002,20,54.17,60.99
2002,21,53.2,60.01
2002,22,52.24,59.04
2002,23,51.27,58.06
2002,24,50.3,57.08
2002,25,49.34,56.1
2002,26,48.37,55.12
2002,27,47.41,54.14
2002,28,46.45,53.16
2002,29,45.49,52.18
2002,30,44.53,51.2
2002,31,43.57,50.23
2002,32,42.62,49.25
2002,33,41.66,48.28
2002,34,40.71,47.3
2002,35,39.77,46.33
2002,36,38.83,45.36
2002,37,37.89,44.4
2002,38,36.96,43.43
2002,39,36.03,42.47
2002,40,35.11,41.5
2002,41,34.2,40.54
2002,42,33.3,39.58
2002,43,32.41,38.63
2002,44,31.52,37.67
2002,45,30.64,36.72
2002,46,29.76,35.77
2002,47,28.9,34.82
2002,48,28.04,33.88
2002,49,27.19,32.94
2002,50,26.35,32.01
2002,51,25.52,31.08
2002,52,24.69,30.15
2002,53,23.87,29.22
2002,54,23.05,28.29
2002,55,22.24,27.37
2002,56,21.43,26.46
2002,57,20.63,25.54
2002,58,19.85,24.64
2002,59,19.08,23.74
2002,60,18.33,22.86
2002,61,17.6,21.97
2002,62,16.87,21.1
2002,63,16.15,20.23
2002,64,15.44,19.37
2002,65,14.75,18.52
2002,66,14.07,17.68
2002,67,13.41,16.86
2002,68,12.75,16.05
2002,69,12.12,15.25
2002,70,11.5,14.46
2002,71,10.9,13.7
2002,72,10.33,12.95
2002,73,9.77,12.22
2002,74,9.23,11.52
2002,75,8.7,10.85
2002,76,8.2,10.2
2002,77,7.73,9.57
2002,78,7.28,8.98
2002,79,6.85,8.41
2002,80,6.45,7.86
2002,81,6.07,7.35
2002,82,5.7,6.87
2002,83,5.34,6.42
2002,84,5,5.99
2002,85,4.69,5.59
2002,86,4.4,5.22
2002,87,4.13,4.87
2002,88,3.88,4.54
2002,89,3.64,4.23
2002,90,3.42,3.95
2002,91,3.21,3.69
2002,92,3.02,3.45
2002,93,2.84,3.22
2002,94,2.67,3.02
2002,95,2.51,2.82
2002,96,2.37,2.65
2002,97,2.23,2.49
2002,98,2.11,2.34
2002,99,1.99,2.2
2002,100,1.88,2.08
2003,0,73.79,80.75
2003,1,73.2,80.12
2003,2,72.24,79.15
2003,3,71.26,78.18
2003,4,70.29,77.2
2003,5,69.31,76.22
2003,6,68.33,75.24
2003,7,67.35,74.25
2003,8,66.36,73.26
2003,9,65.37,72.27
2003,10,64.39,71.28
2003,11,63.4,70.29
2003,12,62.41,69.3
2003,13,61.42,68.31
2003,14,60.43,67.32
2003,15,59.44,66.33
2003,16,58.46,65.34
2003,17,57.48,64.36
2003,18,56.51,63.37
2003,19,55.54,62.39
2003,20,54.58,61.41
2003,21,53.61,60.43
2003,22,52.65,59.45
2003,23,51.68,58.47
2003,24,50.72,57.49
2003,25,49.76,56.51
2003,26,48.8,55.53
2003,27,47.84,54.55
2003,28,46.88,53.58
2003,29,45.93,52.6
2003,30,44.97,51.63
2003,31,44.01,50.65
2003,32,43.06,49.68
2003,33,42.11,48.7
2003,34,41.16,47.73
2003,35,40.21,46.76
2003,36,39.27,45.79
2003,37,38.34,44.82
2003,38,37.41,43.86
2003,39,36.48,42.89
2003,40,35.57,41.93
2003,41,34.65,40.97
2003,42,33.75,40.01
2003,43,32.85,39.06
2003,44,31.97,38.1
2003,45,31.08,37.15
2003,46,30.21,36.2
2003,47,29.34,35.26
2003,48,28.48,34.31
2003,49,27.63,33.38
2003,50,26.78,32.44
2003,51,25.94,31.51
2003,52,25.12,30.58
2003,53,24.3,29.65
2003,54,23.48,28.73
2003,55,22.67,27.81
2003,56,21.87,26.89
2003,57,21.06,25.98
2003,58,20.27,25.07
2003,59,19.48,24.17
2003,60,18.71,23.27
2003,61,17.96,22.38
2003,62,17.22,21.5
2003,63,16.5,20.62
2003,64,15.78,19.75
2003,65,15.08,18.9
2003,66,14.39,18.05
2003,67,13.71,17.22
2003,68,13.06,16.4
2003,69,12.43,15.6
2003,70,11.81,14.82
2003,71,11.21,14.05
2003,72,10.62,13.3
2003,73,10.05,12.57
2003,74,9.51,11.85
2003,75,8.98,11.17
2003,76,8.47,10.51
2003,77,7.99,9.88
2003,78,7.52,9.28
2003,79,7.07,8.7
2003,80,6.65,8.15
2003,81,6.25,7.63
2003,82,5.87,7.14
2003,83,5.51,6.67
2003,84,5.16,6.24
2003,85,4.84,5.82
2003,86,4.54,5.44
2003,87,4.26,5.08
2003,88,4,4.74
2003,89,3.75,4.42
2003,90,3.52,4.13
2003,91,3.3,3.85
2003,92,3.1,3.6
2003,93,2.91,3.37
2003,94,2.74,3.15
2003,95,2.58,2.95
2003,96,2.42,2.77
2003,97,2.28,2.6
2003,98,2.15,2.44
2003,99,2.03,2.3
2003,100,1.92,2.17
2004,0,74.3,81.23
2004,1,73.67,80.59
2004,2,72.7,79.62
2004,3,71.73,78.65
2004,4,70.75,77.67
2004,5,69.77,76.69
2004,6,68.79,75.7
2004,7,67.8,74.71
2004,8,66.82,73.73
2004,9,65.83,72.74
2004,10,64.85,71.75
2004,11,63.86,70.75
2004,12,62.87,69.76
2004,13,61.88,68.77
2004,14,60.89,67.78
2004,15,59.9,66.79
2004,16,58.92,65.8
2004,17,57.94,64.81
2004,18,56.96,63.82
2004,19,55.99,62.84
2004,20,55.02,61.85
2004,21,54.05,60.87
2004,22,53.08,59.89
2004,23,52.11,58.91
2004,24,51.15,57.93
2004,25,50.18,56.95
2004,26,49.21,55.97
2004,27,48.24,54.99
2004,28,47.28,54.01
2004,29,46.32,53.03
2004,30,45.35,52.05
2004,31,44.39,51.07
2004,32,43.43,50.09
2004,33,42.47,49.12
2004,34,41.51,48.14
2004,35,40.56,47.17
2004,36,39.62,46.2
2004,37,38.67,45.23
2004,38,37.74,44.26
2004,39,36.81,43.3
2004,40,35.88,42.34
2004,41,34.96,41.37
2004,42,34.05,40.41
2004,43,33.15,39.46
2004,44,32.25,38.51
2004,45,31.37,37.56
2004,46,30.49,36.61
2004,47,29.61,35.66
2004,48,28.75,34.72
2004,49,27.89,33.78
2004,50,27.04,32.84
2004,51,26.2,31.9
2004,52,25.37,30.97
2004,53,24.54,30.04
2004,54,23.72,29.11
2004,55,22.91,28.19
2004,56,22.11,27.27
2004,57,21.31,26.35
2004,58,20.51,25.44
2004,59,19.73,24.53
2004,60,18.95,23.63
2004,61,18.18,22.73
2004,62,17.43,21.84
2004,63,16.7,20.96
2004,64,15.98,20.09
2004,65,15.27,19.23
2004,66,14.57,18.38
2004,67,13.9,17.54
2004,68,13.24,16.71
2004,69,12.6,15.9
2004,70,11.98,15.1
2004,71,11.37,14.32
2004,72,10.77,13.56
2004,73,10.2,12.81
2004,74,9.65,12.09
2004,75,9.12,11.39
2004,76,8.61,10.72
2004,77,8.12,10.07
2004,78,7.65,9.45
2004,79,7.2,8.85
2004,80,6.77,8.28
2004,81,6.36,7.73
2004,82,5.98,7.23
2004,83,5.63,6.75
2004,84,5.29,6.3
2004,85,4.97,5.87
2004,86,4.66,5.47
2004,87,4.37,5.1
2004,88,4.1,4.75
2004,89,3.85,4.42
2004,90,3.61,4.12
2004,91,3.39,3.84
2004,92,3.18,3.58
2004,93,2.99,3.34
2004,94,2.81,3.12
2004,95,2.64,2.91
2004,96,2.49,2.73
2004,97,2.34,2.56
2004,98,2.21,2.4
2004,99,2.08,2.26
2004,100,1.96,2.12
2005,0,74.89,81.6
2005,1,74.21,80.93
2005,2,73.24,79.96
2005,3,72.26,78.98
2005,4,71.28,78
2005,5,70.3,77.01
2005,6,69.32,76.02
2005,7,68.33,75.03
2005,8,67.35,74.04
2005,9,66.36,73.05
2005,10,65.37,72.06
2005,11,64.38,71.07
2005,12,63.39,70.08
2005,13,62.4,69.09
2005,14,61.41,68.1
2005,15,60.42,67.11
2005,16,59.44,66.12
2005,17,58.46,65.13
2005,18,57.48,64.15
2005,19,56.51,63.16
2005,20,55.54,62.18
2005,21,54.57,61.2
2005,22,53.6,60.22
2005,23,52.63,59.25
2005,24,51.66,58.27
2005,25,50.69,57.29
2005,26,49.73,56.32
2005,27,48.76,55.34
2005,28,47.8,54.37
2005,29,46.83,53.39
2005,30,45.87,52.41
2005,31,44.91,51.44
2005,32,43.95,50.47
2005,33,43,49.49
2005,34,42.04,48.52
2005,35,41.09,47.55
2005,36,40.14,46.58
2005,37,39.19,45.61
2005,38,38.25,44.64
2005,39,37.31,43.68
2005,40,36.38,42.72
2005,41,35.46,41.76
2005,42,34.54,40.79
2005,43,33.63,39.84
2005,44,32.73,38.88
2005,45,31.83,37.93
2005,46,30.95,36.98
2005,47,30.07,36.03
2005,48,29.2,35.09
2005,49,28.33,34.15
2005,50,27.47,33.21
2005,51,26.62,32.27
2005,52,25.78,31.33
2005,53,24.94,30.4
2005,54,24.12,29.48
2005,55,23.3,28.55
2005,56,22.48,27.63
2005,57,21.67,26.71
2005,58,20.86,25.79
2005,59,20.06,24.88
2005,60,19.27,23.98
2005,61,18.49,23.08
2005,62,17.72,22.19
2005,63,16.97,21.31
2005,64,16.24,20.43
2005,65,15.52,19.56
2005,66,14.82,18.7
2005,67,14.13,17.85
2005,68,13.45,17.02
2005,69,12.8,16.19
2005,70,12.17,15.39
2005,71,11.55,14.6
2005,72,10.95,13.82
2005,73,10.36,13.07
2005,74,9.79,12.34
2005,75,9.24,11.63
2005,76,8.72,10.94
2005,77,8.22,10.28
2005,78,7.74,9.66
2005,79,7.29,9.06
2005,80,6.85,8.48
2005,81,6.44,7.93
2005,82,6.05,7.42
2005,83,5.67,6.93
2005,84,5.32,6.47
2005,85,4.98,6.04
2005,86,4.67,5.63
2005,87,4.37,5.25
2005,88,4.09,4.89
2005,89,3.83,4.56
2005,90,3.59,4.25
2005,91,3.37,3.96
2005,92,3.16,3.69
2005,93,2.96,3.45
2005,94,2.78,3.22
2005,95,2.61,3.01
2005,96,2.46,2.82
2005,97,2.31,2.64
2005,98,2.18,2.48
2005,99,2.06,2.33
2005,100,1.94,2.19
2006,0,75.44,82.12
2006,1,74.75,81.41
2006,2,73.78,80.44
2006,3,72.81,79.46
2006,4,71.83,78.48
2006,5,70.84,77.49
2006,6,69.85,76.51
2006,7,68.87,75.52
2006,8,67.88,74.53
2006,9,66.89,73.54
2006,10,65.9,72.55
2006,11,64.91,71.55
2006,12,63.92,70.56
2006,13,62.93,69.57
2006,14,61.94,68.57
2006,15,60.95,67.58
2006,16,59.97,66.6
2006,17,58.99,65.61
2006,18,58.01,64.62
2006,19,57.04,63.64
2006,20,56.07,62.65
2006,21,55.09,61.67
2006,22,54.12,60.69
2006,23,53.15,59.71
2006,24,52.17,58.73
2006,25,51.2,57.75
2006,26,50.23,56.77
2006,27,49.26,55.79
2006,28,48.3,54.81
2006,29,47.33,53.83
2006,30,46.37,52.85
2006,31,45.4,51.87
2006,32,44.44,50.89
2006,33,43.48,49.92
2006,34,42.52,48.94
2006,35,41.56,47.97
2006,36,40.6,46.99
2006,37,39.65,46.02
2006,38,38.7,45.05
2006,39,37.76,44.08
2006,40,36.82,43.12
2006,41,35.9,42.16
2006,42,34.97,41.19
2006,43,34.06,40.23
2006,44,33.15,39.27
2006,45,32.25,38.32
2006,46,31.35,37.36
2006,47,30.47,36.41
2006,48,29.59,35.46
2006,49,28.72,34.52
2006,50,27.86,33.57
2006,51,27,32.63
2006,52,26.15,31.69
2006,53,25.31,30.76
2006,54,24.47,29.83
2006,55,23.65,28.9
2006,56,22.83,27.98
2006,57,22.02,27.06
2006,58,21.21,26.14
2006,59,20.4,25.22
2006,60,19.6,24.31
2006,61,18.81,23.41
2006,62,18.03,22.51
2006,63,17.26,21.61
2006,64,16.51,20.73
2006,65,15.77,19.85
2006,66,15.05,18.98
2006,67,14.35,18.13
2006,68,13.66,17.29
2006,69,13,16.45
2006,70,12.35,15.64
2006,71,11.72,14.84
2006,72,11.1,14.05
2006,73,10.5,13.28
2006,74,9.92,12.53
2006,75,9.36,11.8
2006,76,8.82,11.09
2006,77,8.3,10.42
2006,78,7.82,9.76
2006,79,7.36,9.14
2006,80,6.92,8.54
2006,81,6.49,7.98
2006,82,6.09,7.44
2006,83,5.7,6.93
2006,84,5.35,6.45
2006,85,5.01,6.01
2006,86,4.69,5.59
2006,87,4.4,5.2
2006,88,4.12,4.83
2006,89,3.86,4.49
2006,90,3.62,4.18
2006,91,3.39,3.88
2006,92,3.18,3.61
2006,93,2.98,3.37
2006,94,2.8,3.14
2006,95,2.63,2.93
2006,96,2.47,2.73
2006,97,2.33,2.56
2006,98,2.19,2.4
2006,99,2.07,2.25
2006,100,1.95,2.12
2007,0,75.86,82.45
2007,1,75.14,81.72
2007,2,74.18,80.75
2007,3,73.2,79.77
2007,4,72.22,78.79
2007,5,71.23,77.8
2007,6,70.25,76.81
2007,7,69.26,75.82
2007,8,68.27,74.83
2007,9,67.28,73.84
2007,10,66.29,72.85
2007,11,65.3,71.85
2007,12,64.31,70.86
2007,13,63.32,69.87
2007,14,62.33,68.88
2007,15,61.34,67.89
2007,16,60.36,66.9
2007,17,59.38,65.91
2007,18,58.41,64.92
2007,19,57.44,63.94
2007,20,56.47,62.95
2007,21,55.5,61.97
2007,22,54.52,61
2007,23,53.55,60.02
2007,24,52.58,59.05
2007,25,51.62,58.08
2007,26,50.65,57.1
2007,27,49.69,56.13
2007,28,48.72,55.16
2007,29,47.76,54.18
2007,30,46.8,53.21
2007,31,45.83,52.24
2007,32,44.87,51.27
2007,33,43.91,50.3
2007,34,42.95,49.33
2007,35,41.99,48.36
2007,36,41.03,47.39
2007,37,40.08,46.42
2007,38,39.13,45.45
2007,39,38.18,44.48
2007,40,37.24,43.52
2007,41,36.31,42.55
2007,42,35.39,41.59
2007,43,34.47,40.63
2007,44,33.56,39.67
2007,45,32.66,38.72
2007,46,31.76,37.77
2007,47,30.87,36.82
2007,48,29.98,35.87
2007,49,29.11,34.92
2007,50,28.24,33.98
2007,51,27.38,33.04
2007,52,26.52,32.1
2007,53,25.67,31.16
2007,54,24.83,30.22
2007,55,23.99,29.29
2007,56,23.17,28.36
2007,57,22.35,27.44
2007,58,21.53,26.51
2007,59,20.73,25.6
2007,60,19.93,24.68
2007,61,19.13,23.78
2007,62,18.34,22.87
2007,63,17.56,21.98
2007,64,16.79,21.09
2007,65,16.05,20.21
2007,66,15.32,19.34
2007,67,14.6,18.48
2007,68,13.91,17.63
2007,69,13.23,16.79
2007,70,12.57,15.97
2007,71,11.93,15.16
2007,72,11.3,14.36
2007,73,10.68,13.59
2007,74,10.09,12.84
2007,75,9.52,12.1
2007,76,8.97,11.39
2007,77,8.46,10.71
2007,78,7.96,10.05
2007,79,7.48,9.42
2007,80,7.02,8.82
2007,81,6.59,8.24
2007,82,6.19,7.69
2007,83,5.8,7.17
2007,84,5.44,6.68
2007,85,5.1,6.22
2007,86,4.78,5.79
2007,87,4.48,5.39
2007,88,4.2,5.01
2007,89,3.93,4.66
2007,90,3.68,4.34
2007,91,3.45,4.03
2007,92,3.24,3.76
2007,93,3.04,3.5
2007,94,2.85,3.26
2007,95,2.67,3.04
2007,96,2.51,2.84
2007,97,2.36,2.66
2007,98,2.22,2.49
2007,99,2.09,2.33
2007,100,1.97,2.19
2008,0,76.25,82.96
2008,1,75.51,82.23
2008,2,74.54,81.26
2008,3,73.57,80.27
2008,4,72.58,79.29
2008,5,71.6,78.3
2008,6,70.61,77.31
2008,7,69.62,76.32
2008,8,68.63,75.33
2008,9,67.64,74.34
2008,10,66.64,73.35
2008,11,65.65,72.35
2008,12,64.66,71.36
2008,13,63.67,70.37
2008,14,62.68,69.38
2008,15,61.69,68.39
2008,16,60.71,67.4
2008,17,59.73,66.41
2008,18,58.75,65.42
2008,19,57.78,64.44
2008,20,56.8,63.45
2008,21,55.83,62.47
2008,22,54.86,61.49
2008,23,53.89,60.51
2008,24,52.92,59.54
2008,25,51.96,58.57
2008,26,50.99,57.59
2008,27,50.03,56.62
2008,28,49.07,55.65
2008,29,48.11,54.67
2008,30,47.14,53.7
2008,31,46.18,52.73
2008,32,45.21,51.76
2008,33,44.25,50.79
2008,34,43.28,49.82
2008,35,42.33,48.84
2008,36,41.37,47.87
2008,37,40.42,46.9
2008,38,39.48,45.94
2008,39,38.53,44.97
2008,40,37.59,44
2008,41,36.66,43.04
2008,42,35.73,42.08
2008,43,34.81,41.12
2008,44,33.9,40.16
2008,45,32.99,39.21
2008,46,32.09,38.26
2008,47,31.2,37.3
2008,48,30.31,36.36
2008,49,29.44,35.41
2008,50,28.57,34.46
2008,51,27.7,33.52
2008,52,26.84,32.58
2008,53,25.98,31.65
2008,54,25.14,30.71
2008,55,24.3,29.78
2008,56,23.47,28.85
2008,57,22.65,27.92
2008,58,21.84,27
2008,59,21.03,26.08
2008,60,20.23,25.17
2008,61,19.43,24.26
2008,62,18.63,23.36
2008,63,17.85,22.46
2008,64,17.07,21.56
2008,65,16.31,20.67
2008,66,15.56,19.79
2008,67,14.84,18.92
2008,68,14.13,18.06
2008,69,13.44,17.22
2008,70,12.76,16.38
2008,71,12.11,15.57
2008,72,11.48,14.77
2008,73,10.87,13.99
2008,74,10.28,13.22
2008,75,9.7,12.47
2008,76,9.14,11.74
2008,77,8.6,11.04
2008,78,8.07,10.36
2008,79,7.58,9.71
2008,80,7.11,9.09
2008,81,6.68,8.5
2008,82,6.27,7.93
2008,83,5.88,7.4
2008,84,5.51,6.89
2008,85,5.16,6.42
2008,86,4.83,5.97
2008,87,4.52,5.56
2008,88,4.23,5.17
2008,89,3.96,4.81
2008,90,3.71,4.47
2008,91,3.47,4.16
2008,92,3.25,3.87
2008,93,3.05,3.6
2008,94,2.86,3.35
2008,95,2.68,3.12
2008,96,2.52,2.91
2008,97,2.36,2.72
2008,98,2.22,2.55
2008,99,2.09,2.39
2008,100,1.97,2.24
2009,0,76.68,83.39
2009,1,75.94,82.64
2009,2,74.96,81.67
2009,3,73.98,80.69
2009,4,72.99,79.71
2009,5,72,78.72
2009,6,71.01,77.73
2009,7,70.02,76.74
2009,8,69.04,75.75
2009,9,68.05,74.75
2009,10,67.06,73.76
2009,11,66.07,72.77
2009,12,65.08,71.77
2009,13,64.09,70.78
2009,14,63.1,69.79
2009,15,62.11,68.8
2009,16,61.13,67.81
2009,17,60.15,66.82
2009,18,59.17,65.84
2009,19,58.2,64.86
2009,20,57.22,63.87
2009,21,56.25,62.89
2009,22,55.28,61.91
2009,23,54.31,60.94
2009,24,53.35,59.96
2009,25,52.38,58.99
2009,26,51.42,58.02
2009,27,50.45,57.05
2009,28,49.49,56.08
2009,29,48.53,55.11
2009,30,47.57,54.14
2009,31,46.61,53.17
2009,32,45.65,52.21
2009,33,44.69,51.24
2009,34,43.74,50.27
2009,35,42.78,49.3
2009,36,41.83,48.33
2009,37,40.88,47.37
2009,38,39.93,46.4
2009,39,38.99,45.44
2009,40,38.05,44.48
2009,41,37.12,43.51
2009,42,36.2,42.55
2009,43,35.28,41.59
2009,44,34.36,40.63
2009,45,33.46,39.68
2009,46,32.55,38.72
2009,47,31.66,37.77
2009,48,30.77,36.82
2009,49,29.89,35.87
2009,50,29.02,34.93
2009,51,28.16,33.99
2009,52,27.3,33.05
2009,53,26.45,32.11
2009,54,25.61,31.17
2009,55,24.78,30.24
2009,56,23.94,29.31
2009,57,23.11,28.38
2009,58,22.29,27.46
2009,59,21.47,26.54
2009,60,20.66,25.62
2009,61,19.86,24.71
2009,62,19.06,23.8
2009,63,18.28,22.9
2009,64,17.5,22.01
2009,65,16.74,21.12
2009,66,15.99,20.23
2009,67,15.25,19.36
2009,68,14.53,18.5
2009,69,13.83,17.65
2009,70,13.14,16.81
2009,71,12.48,15.99
2009,72,11.83,15.18
2009,73,11.21,14.39
2009,74,10.6,13.61
2009,75,10.01,12.86
2009,76,9.43,12.13
2009,77,8.88,11.42
2009,78,8.35,10.74
2009,79,7.85,10.08
2009,80,7.38,9.45
2009,81,6.93,8.84
2009,82,6.5,8.26
2009,83,6.1,7.72
2009,84,5.72,7.2
2009,85,5.36,6.71
2009,86,5.02,6.25
2009,87,4.71,5.82
2009,88,4.41,5.41
2009,89,4.13,5.04
2009,90,3.87,4.68
2009,91,3.62,4.36
2009,92,3.39,4.05
2009,93,3.18,3.77
2009,94,2.98,3.51
2009,95,2.8,3.27
2009,96,2.62,3.05
2009,97,2.46,2.85
2009,98,2.32,2.66
2009,99,2.18,2.49
2009,100,2.05,2.34
2010,0,76.84,83.63
2010,1,76.12,82.87
2010,2,75.15,81.89
2010,3,74.17,80.91
2010,4,73.18,79.92
2010,5,72.19,78.93
2010,6,71.2,77.94
2010,7,70.21,76.94
2010,8,69.22,75.95
2010,9,68.23,74.95
2010,10,67.24,73.96
2010,11,66.24,72.97
2010,12,65.25,71.97
2010,13,64.26,70.98
2010,14,63.27,69.99
2010,15,62.28,69
2010,16,61.3,68.01
2010,17,60.32,67.02
2010,18,59.34,66.03
2010,19,58.37,65.05
2010,20,57.4,64.06
2010,21,56.43,63.08
2010,22,55.45,62.1
2010,23,54.49,61.12
2010,24,53.52,60.14
2010,25,52.55,59.17
2010,26,51.59,58.19
2010,27,50.63,57.22
2010,28,49.67,56.25
2010,29,48.7,55.27
2010,30,47.74,54.3
2010,31,46.78,53.33
2010,32,45.82,52.36
2010,33,44.86,51.39
2010,34,43.91,50.41
2010,35,42.95,49.44
2010,36,42,48.47
2010,37,41.04,47.51
2010,38,40.1,46.54
2010,39,39.15,45.57
2010,40,38.21,44.61
2010,41,37.27,43.65
2010,42,36.35,42.69
2010,43,35.43,41.72
2010,44,34.51,40.76
2010,45,33.6,39.81
2010,46,32.7,38.85
2010,47,31.8,37.9
2010,48,30.91,36.95
2010,49,30.03,36.01
2010,50,29.16,35.06
2010,51,28.29,34.12
2010,52,27.42,33.18
2010,53,26.57,32.24
2010,54,25.72,31.31
2010,55,24.88,30.37
2010,56,24.04,29.44
2010,57,23.21,28.51
2010,58,22.39,27.58
2010,59,21.57,26.65
2010,60,20.77,25.73
2010,61,19.97,24.82
2010,62,19.18,23.91
2010,63,18.39,23
2010,64,17.6,22.11
2010,65,16.83,21.21
2010,66,16.06,20.33
2010,67,15.32,19.45
2010,68,14.58,18.59
2010,69,13.87,17.74
2010,70,13.17,16.9
2010,71,12.5,16.07
2010,72,11.85,15.25
2010,73,11.21,14.45
2010,74,10.6,13.67
2010,75,10,12.91
2010,76,9.43,12.17
2010,77,8.88,11.46
2010,78,8.35,10.77
2010,79,7.85,10.1
2010,80,7.38,9.47
2010,81,6.92,8.86
2010,82,6.49,8.28
2010,83,6.08,7.73
2010,84,5.69,7.21
2010,85,5.33,6.72
2010,86,4.99,6.26
2010,87,4.68,5.83
2010,88,4.38,5.42
2010,89,4.1,5.04
2010,90,3.83,4.69
2010,91,3.59,4.36
2010,92,3.36,4.06
2010,93,3.15,3.78
2010,94,2.95,3.51
2010,95,2.77,3.27
2010,96,2.59,3.05
2010,97,2.44,2.85
2010,98,2.29,2.66
2010,99,2.15,2.49
2010,100,2.03,2.34
2011,0,77.26,83.97
2011,1,76.52,83.2
2011,2,75.55,82.22
2011,3,74.57,81.24
2011,4,73.58,80.25
2011,5,72.59,79.26
2011,6,71.6,78.27
2011,7,70.61,77.28
2011,8,69.62,76.29
2011,9,68.62,75.29
2011,10,67.63,74.3
2011,11,66.64,73.3
2011,12,65.64,72.31
2011,13,64.65,71.32
2011,14,63.66,70.33
2011,15,62.68,69.34
2011,16,61.69,68.35
2011,17,60.71,67.36
2011,18,59.74,66.37
2011,19,58.76,65.38
2011,20,57.79,64.4
2011,21,56.81,63.41
2011,22,55.84,62.43
2011,23,54.87,61.45
2011,24,53.9,60.47
2011,25,52.93,59.49
2011,26,51.97,58.51
2011,27,51.01,57.54
2011,28,50.04,56.56
2011,29,49.08,55.59
2011,30,48.12,54.61
2011,31,47.16,53.64
2011,32,46.2,52.67
2011,33,45.24,51.7
2011,34,44.28,50.73
2011,35,43.32,49.76
2011,36,42.37,48.79
2011,37,41.41,47.82
2011,38,40.46,46.85
2011,39,39.52,45.88
2011,40,38.57,44.91
2011,41,37.64,43.95
2011,42,36.7,42.99
2011,43,35.77,42.03
2011,44,34.85,41.07
2011,45,33.94,40.11
2011,46,33.03,39.15
2011,47,32.13,38.2
2011,48,31.23,37.25
2011,49,30.34,36.3
2011,50,29.47,35.35
2011,51,28.6,34.41
2011,52,27.73,33.46
2011,53,26.88,32.52
2011,54,26.02,31.58
2011,55,25.18,30.64
2011,56,24.33,29.71
2011,57,23.5,28.77
2011,58,22.67,27.84
2011,59,21.85,26.92
2011,60,21.04,25.99
2011,61,20.23,25.08
2011,62,19.43,24.16
2011,63,18.64,23.26
2011,64,17.85,22.35
2011,65,17.06,21.46
2011,66,16.28,20.57
2011,67,15.52,19.69
2011,68,14.77,18.81
2011,69,14.05,17.95
2011,70,13.34,17.1
2011,71,12.66,16.26
2011,72,12,15.43
2011,73,11.35,14.62
2011,74,10.73,13.82
2011,75,10.12,13.05
2011,76,9.53,12.29
2011,77,8.97,11.56
2011,78,8.42,10.86
2011,79,7.89,10.17
2011,80,7.39,9.51
2011,81,6.91,8.88
2011,82,6.45,8.28
2011,83,6.02,7.71
2011,84,5.62,7.18
2011,85,5.25,6.67
2011,86,4.9,6.2
2011,87,4.57,5.75
2011,88,4.27,5.34
2011,89,3.98,4.95
2011,90,3.71,4.59
2011,91,3.47,4.25
2011,92,3.24,3.95
2011,93,3.02,3.66
2011,94,2.83,3.4
2011,95,2.64,3.16
2011,96,2.47,2.94
2011,97,2.32,2.74
2011,98,2.17,2.55
2011,99,2.04,2.39
2011,100,1.92,2.23
2012,0,77.57,84.17
2012,1,76.81,83.39
2012,2,75.84,82.42
2012,3,74.86,81.43
2012,4,73.87,80.44
2012,5,72.88,79.45
2012,6,71.89,78.46
2012,7,70.9,77.47
2012,8,69.91,76.48
2012,9,68.92,75.48
2012,10,67.93,74.49
2012,11,66.93,73.5
2012,12,65.94,72.5
2012,13,64.95,71.51
2012,14,63.96,70.51
2012,15,62.97,69.52
2012,16,61.98,68.53
2012,17,61,67.54
2012,18,60.02,66.56
2012,19,59.04,65.57
2012,20,58.06,64.58
2012,21,57.09,63.6
2012,22,56.12,62.61
2012,23,55.14,61.63
2012,24,54.17,60.64
2012,25,53.21,59.66
2012,26,52.24,58.68
2012,27,51.27,57.7
2012,28,50.3,56.72
2012,29,49.34,55.74
2012,30,48.37,54.77
2012,31,47.4,53.79
2012,32,46.44,52.82
2012,33,45.48,51.85
2012,34,44.52,50.87
2012,35,43.57,49.9
2012,36,42.61,48.93
